COUNTY,PRECINCT,POLL,ADDRESS,TYPE,Latitude,Longitude
GWINNETT,016 Gwinnett County Fairgrounds,016 Gwinnett County Fairgrounds,2405 Sugarloaf Parkway Lawrenceville GA 30045,PRIVATELY OWNED PROPERTY,33.9196166,-83.9876556
GWINNETT,"017 Gwinnett School of Mathematics, Science & Technology (GCPS)","017 Gwinnett School of Mathematics, Science & Technology (GCPS)",970 McElvaney Lane Lawrenceville GA 30044,SCHOOL,33.9530201,-84.0601837
DEKALB,HAMBRICK ELEM,Hambrick Elementary School,"1101 Hambrick Road, Stone Mountain 30083",SCHOOL,33.8095172,-84.2047106
GWINNETT,039 Hamilton Mill Christian Church,039 Hamilton Mill Christian Church,3809 Sardis Church Road Buford GA 30519,CHURCH,34.0831582,-83.9071947
GWINNETT,013 Hamilton Mill UMC,013 Hamilton Mill UMC,1450 Pine Road Dacula GA 30019,CHURCH,34.0577317,-83.8876855
FULTON,SS07A,Hammond Park Gym,705 Hammond Drive NE,PARK/REC CENTER,33.9181306,-84.3618128
FULTON,SS07B,Hammond Park Gym,705 Hammond Drive NE,PARK/REC CENTER,33.9181306,-84.3618128
FULTON,SS07C,Hammond Park Gym,705 Hammond Drive NE,PARK/REC CENTER,33.9181306,-84.3618128
FULTON,SS08A,Hammond Park Gym,705 Hammond Drive NE,PARK/REC CENTER,33.9181306,-84.3618128
FULTON,SS08B,Hammond Park Gym,705 Hammond Drive NE,PARK/REC CENTER,33.9181306,-84.3618128
FULTON,SS08C,Hammond Park Gym,705 Hammond Drive NE,PARK/REC CENTER,33.9181306,-84.3618128
FULTON,SS08D,Hammond Park Gym,705 Hammond Drive NE,PARK/REC CENTER,33.9181306,-84.3618128
FORSYTH,06 CROSSROADS,Hampton Park Library,5345 Settingdown Rd. Cumming 30041,LIBRARY,34.3052558,-84.0676029
GWINNETT,001 Harbins Elementary (GCPS),001 Harbins Elementary (GCPS),"3550 New Hope Road Dacula, GA 30019",SCHOOL,33.9438904,-83.8572565
GWINNETT,102 Harmony Elementary (GCPS),102 Harmony Elementary (GCPS),3946 S. Bogan Road Buford GA 30519,SCHOOL,34.096708,-83.9800733
COBB,SHALLOWFORD FALLS 01 SF01,HARMONY GROVE BAPTIST CHURCH,"4207 SHALLOWFORD RD, MARIETTA, GA 30062",CHURCH,33.9844924,-84.4667415
HALL,11-TADMORE,HARMONY HALL BAPTIST CHURCH,"4160 Mangum Mill Rd, Gainesville, GA 30507",CHURCH,34.2414681,-83.7055471
COBB,HARRISON 01 HR01,HARRISON HIGH SCHOOL,"4500 DUE WEST RD, KENNESAW, GA 30152",SCHOOL,33.9670868,-84.6830931
GWINNETT,092 Harvest Community Church of the Nazarene,092 Harvest Community Church of the Nazarene,701 Cole Drive Lilburn GA 30047,CHURCH,33.8655496,-84.1195669
HENRY,(29) Lowes,Harvest Point United Methodist Church,"911 Simpson Mill Road, Locust Grove, GA 30248",CHURCH,33.3815805,-84.2159296
FULTON,FA01C,Harvest Rain Church,8567 Bohannon Road,CHURCH,33.5246888,-84.5864546
DEKALB,HAWTHORNE ELEM,Hawthorne Elementary School,"2535 Caladium Drive, NE, Atlanta 30345",SCHOOL,33.8601257,-84.2730208
CLAYTON,LJ5,Hawthorne Elementary School,"825 Tara Rdm, Hampton, GA",SCHOOL,33.4617763,-84.3662805
COBB,HAYES 01 HY01,HAYES ELEMENTARY SCHOOL,"1501 KENNESAW DUE WEST RD, KENNESAW, GA",SCHOOL,33.9908982,-84.6308676
FULTON,AP01C,Haynes Bridge Middle School,10665 Haynes Bridge Road,SCHOOL,34.0404925,-84.2821281
FULTON,AP01D,Haynes Bridge Middle School,10665 Haynes Bridge Road,SCHOOL,34.0404925,-84.2821281
CLAYTON,FP6,Haynie Elementary School,"1169 Morrow Rd, Morrow, GA",SCHOOL,33.5861922,-84.3530843
FULTON,SS16,Heards Ferry Elementary,6151 Powers Ferry Road NW,NEW,33.9099747,-84.4264048
GWINNETT,003 Hebron Baptist Church,003 Hebron Baptist Church,202 Hebron Church Road NE Dacula GA 30019,CHURCH,33.998171,-83.9095395
FULTON,02S,Helene Mills Senior Center,"515 John Wesley Dobbs Ave NE Atlanta, GA 30312",NEW CHANGE,33.7588134,-84.3709381
FULTON,02G,Helene S. Mills Senior Center,"515 John Wesley Dobbs Ave NE, GA",SENIOR CENTER,33.7588134,-84.3709381
DEKALB,MIDVALE ROAD/HENDERSON MILL,Henderson Mill Elementary,"2408 Henderson Mill Road NE, Atlanta, GA",NEW CHANGE 5/22,33.8562011,-84.2585525
HENRY,(60) Lake Haven,Henry Baptist Church,"4035 Jodeco Road, McDonough, Georgia 30253",CHURCH,33.4855079,-84.1835709
COBB,NORTON PARK 01 NP01,HIGHPOINT CHRISTIAN TABERNACLE,"3269 OLD CONCORD RD SE, SMYRNA, GA",CHURCH,33.8743201,-84.5373118
FULTON,RW22A,Hillside Elementary,9250 Scott Road,NEW CHANGE,34.010662,-84.2956388
FULTON,JC18,Hillside Elementary,"9250 Scott Road, Roswell, GA 30076",NEW CHANGE,34.010662,-84.2956388
DEKALB,COLUMBIA DRIVE,Hillside Presbyterian Church,"1879 Columbia Drive, Decatur 30032",CHURCH,33.73583,-84.2532877
COBB,OREGON 04 OR04,HOLLYDALE METHODIST CHURCH,"2364 POWDER SPRINGS RD, MARIETTA, GA 30064",CHURCH,33.8802959,-84.6218795
COBB,SOPE CREEK 01 SO01,HOLY FAMILY CATHOLIC CHURCH,"3401 LOWER ROSWELL RD MARIETTA, GA 30068",CHURCH,33.951509,-84.452874
COBB,SANDY PLAINS 01 SA01,HOLY TRINITY LUTHERAN CHURCH,"2922 SANDY PLAINS RD, MARIETTA, GA 30066",CHURCH,34.020876,-84.4882203
COBB,MABRY 01 MB01,HOPE PRESBYTERIAN CHURCH,"4101 SANDY PLAINS RD, MARIETTA, GA 30066",CHURCH,34.0506717,-84.4539159
FULTON,ML03,Hopewell Baptist Church,15730 Hopewell Road,CHURCH,34.1643602,-84.2840394
FULTON,ML07A,Hopewell Baptist Church,15730 Hopewell Road,CHURCH,34.1643602,-84.2840394
FULTON,ML07B,Hopewell Baptist Church,15730 Hopewell Road,CHURCH,34.1643602,-84.2840394
GWINNETT,114 Hopewell Baptist Church,114 Hopewell Baptist Church,182 Hunter Street Norcross GA 30071,CHURCH,33.9401741,-84.2194824
HALL,10-CANDLER,HOPEWELL BAPTIST CHURCH,"5086 Poplar Springs Rd, Gainesville, GA 30507",CHURCH,34.2133085,-83.7862594
FULTON,HP01,Hoyt Smith Center,3444 N Fulton Avenue,MUNICIPAL BUILDING,33.6600026,-84.4076492
DEKALB,BURGESS ELEM (ATL),Hugh Otis Burgess Elementary School,"480 Clifton Street, SE, Atlanta 30316",SCHOOL,33.7405025,-84.3313424
CLAYTON,FP2,Huie Elementary School,"1260 Rockcut Rd, Forest Park, GA",SCHOOL,33.6388434,-84.3478786
GWINNETT,138 Hull Middle School (GCPS),138 Hull Middle School (GCPS),1950 Old Peachtree Road Duluth GA 30097,SCHOOL,34.01368,-84.1034312
DEKALB,HUNTLEY HILLS ELEM (CHA),Huntley Hills Elementary School,"2112 Seaman Circle, Chamblee 30341",SCHOOL,33.9115363,-84.3027433
DEKALB,IDLEWOOD ELEM (TUC),Idlewood Elementary School,"1484 Idlewood Road, Tucker 30084",SCHOOL,33.8278621,-84.2222925
GWINNETT,123 Iglesia Bautista Nueva Jerusalem,123 Iglesia Bautista Nueva Jerusalem,5300 Williams Road Norcross GA 30093,CHURCH,33.9056852,-84.1692252
GWINNETT,051 Iglesia Metropolitana Seventh Day Adventist,051 Iglesia Metropolitana Seventh Day Adventist,5990 Oakbrook Parkway Norcross GA 30093,CHURCH,33.9119286,-84.2022979
COBB,SMYRNA 5A SN5A,IGLESIA PENTECOSTAL DE JESUCRISTO ROCA DE SALVACION,"2720 SOUTH COBB DR SE, SMYRNA, GA 30080",CHURCH,33.8870966,-84.5363809
FULTON,RW02,Independence High School,"791 Mimosa Blvd, Roswell, GA 30075",NEW CHANGE,34.0194727,-84.3630746
FULTON,RW03,Independence High School,"791 Mimosa Blvd, Roswell, GA 30075",NEW CHANGE,34.0194727,-84.3630746
DEKALB,INDIAN CREEK,Indian Creek Baptist Church,"3901 Rockbridge Road, Stone Mountain 30083",CHURCH,33.7858329,-84.23257
GWINNETT,095 Infinite Energy Center,095 Infinite Energy Center,6400 Sugarloaf Pkwy Duluth GA 30097,COUNTY BUILDING,33.9913283,-84.0941025
COBB,KENNESAW 1A KE1A,INFLUENCERS CHURCH KENNESAW,"1455 BEN KING RD, KENNESAW, GA 30144",CHURCH,34.0278055,-84.5929654
FULTON,06B,Inman Middle School,774 Virginia Avenue,SCHOOL,33.782326,-84.3627649
FULTON,06J,Inman Middle School,774 Virginia Avenue,SCHOOL,33.782326,-84.3627649
DEKALB,LAVISTA ROAD,Intown Community Church,"2059 LaVista Road, NE, Atlanta 30329",CHURCH,33.8146931,-84.31774
DEKALB,BOULEVARD (ATL),Israel Baptist Church,"2071 Hosea L. Williams Drive, SE, Atlanta 30317",CHURCH,33.7505488,-84.3199101
GWINNETT,135 Ivy Creek Elementary (GCPS),135 Ivy Creek Elementary (GCPS),3443 Ridge Road Buford GA 30519,SCHOOL,34.0970578,-83.9365556
HENRY,(42) Cotton Indian,J. P. Moseley Park,"1041 Millers Mill Road, Stockbridge, Georgia 30281",PARK/REC CENTER,33.5344431,-84.1621714
GWINNETT,097 Jackson Elementary (GCPS),097 Jackson Elementary (GCPS),1970 Sever Road Lawrenceville GA 30043,SCHOOL,33.9878039,-84.0615099
CLAYTON,JB18,Jackson Elementary School,"7711 Mount Zion Blvd, Jonesboro, GA",SCHOOL,33.5458559,-84.3408263
FULTON,09C,Jackson Memorial Baptist Church,534 Fairburn Road,CHURCH,33.7694469,-84.5009032
FULTON,10E,Jackson Memorial Baptist Church,534 Fairburn Road,CHURCH,33.7694469,-84.5009032
FULTON,RW17,"Jackson, Esther S. Elementary School",1400 Martin Road,SCHOOL,34.0113129,-84.3185341
FULTON,08A,"Jackson, Warren T School",1325 Mt Paran Road,SCHOOL,33.873375,-84.4228205
FULTON,04G,James Orange Park,"1305 Oakland Ln, GA",PARK/REC CENTER,33.7193281,-84.4297931
FULTON,04M,James Orange Park,"1305 Oakland Ln, GA",PARK/REC CENTER,33.7193281,-84.4297931
FULTON,EP02A,Jefferson Recreation Center,1431 Norman Berry Drive,PARK/REC CENTER,33.6827068,-84.43547
FULTON,EP02B,Jefferson Recreation Center,1431 Norman Berry Drive,PARK/REC CENTER,33.6827068,-84.43547
FULTON,EP02C,Jefferson Recreation Center,1431 Norman Berry Drive,PARK/REC CENTER,33.6827068,-84.43547
FULTON,EP02D,Jefferson Recreation Center,1431 Norman Berry Drive,PARK/REC CENTER,33.6827068,-84.43547
FULTON,EP02E,Jefferson Recreation Center,1431 Norman Berry Drive,PARK/REC CENTER,33.6827068,-84.43547
HENRY,(50) Pates Creek,Jodeco Road United Methodist Church,"1500 Jodeco Road, Stockbridge, GA 30281",CHURCH,33.4925112,-84.2370977
DEKALB,SKYLAND (BHAVN),John Lewis Elementary,"2630 Skyland Drive, Atlanta, GA",NEW CHANGE 5/22,33.8629815,-84.3160271
FORSYTH,35 JOHNS CREEK,Johns Creek Baptist Church,6910 McGinnis Ferry Rd. Alpharetta 30005,CHURCH,34.0703904,-84.1755398
FULTON,SS01,Johns Creek Environmental Campus,"8100 Holcomb Bridge Road, Alpharetta, GA 30022",NEW CHANGE,33.9766461,-84.2658646
FULTON,JC19,John's Creek Environmental Campus,8100 Holcomb Bridge Road,PRIVATELY OWNED PROPERTY,33.9766461,-84.2658646
FULTON,RW21,John's Creek Environmental Campus,8100 Holcomb Bridge Road,PRIVATELY OWNED PROPERTY,33.9766461,-84.2658646
FULTON,JC11,Johns Creek High School,5575 State Bridge Road,NEW CHANGE,34.0230663,-84.1949554
COBB,MOUNT BETHEL 01 MT01,JOHNSON FERRY BAPTIST CHURCH,"955 JOHNSON FERRY RD, MARIETTA, GA",CHURCH,33.972301,-84.4148045
DEKALB,JOLLY ELEM,Jolly Elementary School,"1070 Otello Avenue, Clarkston 30021",SCHOOL,33.809879,-84.2260589
GWINNETT,125 Jones Bridge Park/Good Age Building (GC Park),125 Jones Bridge Park/Good Age Building (GC Park),4901 E Jones Bridge Road Norcross GA 30092,PARK/REC CENTER,34.0002296,-84.2351687
HALL,27-BIG HICKORY,JOURNEY CHURCH,4091 MOUNT VERNON RD,CHURCH,34.394943,-83.859647
GWINNETT,117 Kanoheda Elementary (GCPS),117 Kanoheda Elementary (GCPS),1025 Herrington Road Lawrenceville GA 30044,SCHOOL,33.9423297,-84.0821176
COBB,KELL 01 KL01,KELL HIGH SCHOOL,"4770 LEE WATERS RD, MARIETTA, GA 30066",SCHOOL,34.0643054,-84.5129084
DEKALB,KELLEY CHAPEL ROAD,Kelley Chapel United Methodist Church,"3411 Kelley Chapel Road, Decatur 30034",CHURCH,33.6834637,-84.2152771
DEKALB,KELLEY LAKE ELEM,Kelley Lake Elementary School,"2590 Kelly Lake Road, Decatur 30032",SCHOOL,33.7161033,-84.2839987
HENRY,(55) Kelleytown,Kelley Presbyterian Church,"3637 Airline Road, McDonough, Georgia 30252",CHURCH,33.539989,-84.0897619
CLAYTON,LJ4,Kemp Elementary School,"10990 Folsom Rd, Hampton, GA",SCHOOL,33.4556805,-84.3574375
CLAYTON,JB16,Kendrick Middle School,"7971 Kendrick Rd, Jonesboro, GA",SCHOOL,33.5366225,-84.3875909
COBB,KENNESAW 4A KE4A,KENNESAW FIRST BAPTIST CHURCH,"2958 NORTH MAIN ST, KENNESAW, GA",CHURCH,34.0259075,-84.6184193
GWINNETT,109 Killian Hill Baptist/Christian School,109 Killian Hill Baptist/Christian School,151 Arcado Road Lilburn GA 30047,CHURCH,33.8883781,-84.113988
CLAYTON,JB04,Kilpatrick Elementary School,"7435 Tara Rd, Jonesboro, GA",SCHOOL,33.5484009,-84.3574277
COBB,SMYRNA 4A SN4A,KING SPRINGS ELEMENTARY SCHOOL (K1 CAMPUS),"3265 BROWN RD SE, SMYRNA, GA 30080",SCHOOL,33.8741299,-84.5270638
DEKALB,KINGSLEY ELEM (DUN),Kingsley Elementary School,"2051 Brendon Drive, Dunwoody 30338",SCHOOL,33.948141,-84.297169
DEKALB,WINTERS CHAPEL (DUN),Kingsley Elementary School,"2051 Brendon Drive, Dunwoody, GA",NEW CHANGE 5/22,33.948141,-84.297169
DEKALB,KITTREDGE ELEM (BHAVN),Kittredge Magnet School,"1663 East Nancy Creek Drive, NE, Atlanta 30319",SCHOOL,33.9152202,-84.3201698
GWINNETT,119 Knight Elementary School (GCPS),119 Knight Elementary School (GCPS),401 North River Dr Lilburn GA 30047,SCHOOL,33.8856968,-84.1000903
COBB,FAIR OAKS 04 FO04,LABELLE ELEMENTARY SCHOOL,"230 CRESSON DR, MARIETTA, GA 30060",SCHOOL,33.8964657,-84.5545684
FULTON,SS03,Lake Forest Elementary School,4920 Sandy Springs Circle,SCHOOL,33.9168284,-84.3851796
CLAYTON,RD02,Lake Ridge Elementary School,"1300 Lake Ridge Circle, Riverdale, GA",SCHOOL,33.5396019,-84.4321777
DEKALB,LAKESIDE HIGH,Lakeside High School,"3801 Briarcliff Road, NE, Atlanta 30345",SCHOOL,33.8450103,-84.284297
HALL,25-GAINESVILLE V,LAKEWOOD BAPTIST CHURCH,2235 THOMPSON BRIDGE RD,CHURCH,34.3330018,-83.8441935
GWINNETT,059 Landmark Church,059 Landmark Church,3737 Holcomb Bridge Road Norcross GA 30092,CHURCH,33.9604921,-84.2493039
FULTON,05A1,Lang-Carson Recreation Center,100 Flat Shoals Ave,PARK/REC CENTER,33.7515268,-84.3555516
FULTON,05A2,Lang-Carson Recreation Center,100 Flat Shoals Ave,PARK/REC CENTER,33.7515268,-84.3555516
FULTON,SC12,Langston Hughes High School,7510 Hall Road,SCHOOL,33.6162662,-84.6337669
GWINNETT,089 Lanier High School (GCPS),089 Lanier High School (GCPS),918 Buford Hwy Sugar Hill GA 30518,SCHOOL,34.0858757,-84.033152
HALL,18-FORK,LANIER HILLS CHURCH,"3129 Duckett Mill Rd, Gainesville, GA 30506",CHURCH,34.3256416,-83.9176406
GWINNETT,055 Lanier Middle School,055 Lanier Middle School,6482 Suwanee Dam Rd Buford GA 30518,SCHOOL,34.1481987,-84.065473
FORSYTH,08 MASHBURN,Lanier United Methodist Church,1979 Buford Hwy. Cumming 30041,CHURCH,34.1587502,-84.1092514
GWINNETT,015 Lawrenceville First Baptist Church,015 Lawrenceville First Baptist Church,165 Clayton Street Lawrenceville GA 30046,CHURCH,33.9552054,-83.9878359
GWINNETT,061 Lawrenceville First UMC,061 Lawrenceville First UMC,395 W. Crogan Street Lawrenceville GA 30046,CHURCH,33.9550184,-83.9962041
DEKALB,REHOBOTH,Lawrenceville Road UMC,"3142 Lawrenceville Highway, Tucker, GA 30084",NEW CHANGE 5/22,33.8334293,-84.2446936
FULTON,RW12,Lebanon Church,11250 Crapbapple Road,CHURCH,34.0557671,-84.3636232
FULTON,RW16,Lebanon Church,11250 Crapbapple Road,CHURCH,34.0557671,-84.3636232
CLAYTON,JB03,Lee Street Elementary School,"178 Lee St, Jonesboro, GA",SCHOOL,33.5244814,-84.3564206
PAULDING,LEGACY BAPTIST CHURCH,LEGACY BAPTIST CHURCH,"2976 DALLAS ACWORTH HWY., DALLAS 30132",CHURCH,33.9447361,-84.8055875
COBB,ADDISON 01 AD01,LEGACY CHURCH,"1040 BLACKWELL RD, MARIETTA, GA 30066",CHURCH,34.0348819,-84.5191878
COBB,KENNESAW 5A KE5A,LEGACY PARK CLUBHOUSE,"4201 LEGACY PARK CIR, KENNESAW, GA 30144",PRIVATELY OWNED PROPERTY,34.0550728,-84.6338119
GWINNETT,104 Lenora Park Gym (GC Park),104 Lenora Park Gym (GC Park),4515 Lenora Church Road Snellville GA 30039,PARK/REC CENTER,33.7900482,-84.0011564
GWINNETT,131 Level Creek UMCO'Rouke Family Life Center,131 Level Creek UMCO'Rouke Family Life Center,4844 Suwanee Dam Road Suwanee GA 30024,CHURCH,34.0829698,-84.0739837
FULTON,01H,Liberty Baptist Church,"395 Chamberlain St SE, GA",CHURCH,33.7535688,-84.3746768
FULTON,05B,Liberty Baptist Church,395 Chamberlain St SE,CHURCH,33.7535688,-84.3746768
FULTON,05C,Liberty Baptist Church,395 Chamberlain St SE,CHURCH,33.7535688,-84.3746768
HENRY,(32) Mt. Carmel,Liberty Hill Baptist Church,"2957 Mt Carmel Road, Hampton, GA 30228",CHURCH,33.4269444,-84.2761111
COBB,SMYRNA 7A SN7A,LIFE CHURCH SMYRNA ASSEMBLY OF GOD,"4100 KING SPRINGS RD, SMYRNA, GA",CHURCH,33.8544444,-84.5183333
HENRY,(56) Lighthouse,Lighthouse Community Church,"1615 E. Atlanta Road, Stockbridge, Georgia 30281",CHURCH,33.585833,-84.231928
GWINNETT,034 Lilburn Christian Church,034 Lilburn Christian Church,314 Arcado Road Lilburn GA 30047,CHURCH,33.9014866,-84.1195704
COBB,LINDLEY 01 LI01,LINDLEY MIDDLE SCHOOL,"50 VETERANS MEMORIAL HWY, MABLETON, GA",SCHOOL,33.8135266,-84.5540267
FULTON,03N,Lindsay Street Baptist Church,"550 Lindsay St, GA",CHURCH,33.7697721,-84.4167569
DEKALB,LITHONIA (LIT),Lithonia City Hall,"6920 Main Street, Lithonia 30058",MUNICIPAL BUILDING,33.712496,-84.1118589
DEKALB,LITHONIA HIGH (STCRST/DEKALB),Lithonia High School,"2440 Phillips Road, Lithonia 30058",SCHOOL,33.7250164,-84.1294074
FULTON,02E,Little 5 Points Comm Center,"1083 Austin Ave, GA",SCHOOL,33.7620441,-84.3526029
COBB,MARS HILL 02 MS02,LIVING HOPE LUTHERAN CHURCH,"3450 STILESBORO RD, KENNESAW, GA",CHURCH,33.9992638,-84.6497516
DEKALB,LIVSEY ELEM,Livsey Elementary School,"4137 Livsey Road, Tucker 30084",SCHOOL,33.8686005,-84.2187968
HENRY,(48) Unity Grove,Locust Grove Event Center,"280 Mose Brown Dr, Locust Grove, GA 30248",COUNTY BUILDING,33.359409,-84.1087553
HENRY,(25) Locust Grove,Locust Grove Library,"115 M.L.K., JR BLVD Locust Grove, Georgia 30248",LIBRARY,33.3370178,-84.108072
HENRY,(59) Grove Park,Locust Grove United Methodist,"211 Peeksville Road, Locust Grove, Georgia 30248",CHURCH,33.351725,-84.105045
COBB,LOST MOUNTAIN 02 LM02,LOST MOUNTAIN MIDDLE SCHOOL,"700 OLD MOUNTAIN RD, KENNESAW, GA",SCHOOL,33.9705513,-84.6895862
FULTON,01J,Louise Watley Library at Southeast Atlanta,"1463 Pryor Road Sw, GA",LIBRARY,33.714947,-84.3940411
FULTON,12S,Louise Watley Library at Southeast Atlanta,1463 Pryor Road Sw,LIBRARY,33.714947,-84.3940411
CLAYTON,LJ2,Lovejoy High School,"1587 McDonough Rd, Hampton, GA",SCHOOL,33.4462484,-84.3393008
CLAYTON,LJ3,Lovejoy Middle School,"1588 Lovejoy Rd, Lovejoy, GA",SCHOOL,33.4427792,-84.3401683
COBB,OREGON 01 OR01,LOVINGGOOD MIDDLE SCHOOL,"3825 LUTHER WARD RD, POWDER SPRINGS, GA 30127",SCHOOL,33.9275453,-84.6632278
GWINNETT,049 Lucerne Baptist Church,049 Lucerne Baptist Church,4805 Stn Mtn Hwy (US78) Lilburn GA 30047,CHURCH,33.8280344,-84.0961443
GWINNETT,012 Lucky Shoals Park Community Recreation Center,012 Lucky Shoals Park Community Recreation Center,4651 Britt Road Norcross GA 30093,PARK/REC CENTER,33.8806106,-84.1971212
COBB,CLARKDALE 01 CL01,LUKE GARRETT MIDDLE SCHOOL,"5235 AUSTELL-POWDER SPRINGS RD, AUSTELL, GA 30106",SCHOOL,33.828106,-84.6438297
HALL,13-LULA,LULA CITY HALL COMMUNITY ROOM,"6055 Main St, Lula, GA 30554",COUNTY BUILDING,34.3893758,-83.66446
COBB,DICKERSON 01 DC01,LUTHERAN CHURCH OF THE INCARNATION,"1200 INDIAN HILLS PKWY, MARIETTA, GA 30068",CHURCH,33.9775278,-84.4365023
COBB,SOPE CREEK 03 SO03,LUTHERAN CHURCH OF THE RESURRECTION,"4814 PAPER MILL RD, MARIETTA, GA",CHURCH,33.9487276,-84.4145354
FULTON,03M,M28 Church,"1150 Niles Avenue, GA",CHURCH,33.7824647,-84.4248573
COBB,PEBBLEBROOK 01 PE01,MABLETON BANQUET HALL,"6114 MABLETON PKWY, MABLETON, GA 30126",PRIVATELY OWNED PROPERTY,33.8047992,-84.5696428
COBB,MABLETON 02 MA02,MABLETON ELEMENTARY SCHOOL,"5220 CHURCH ST, MABLETON, GA 30126",SCHOOL,33.8244352,-84.5839289
COBB,OREGON 05 OR05,MACLAND BAPTIST CHURCH,"3732 MACLAND RD, POWDER SPRINGS, GA 30127",CHURCH,33.901789,-84.6617704
FULTON,ML06A,Manning Oaks Elementary School,405 Cumming Street,SCHOOL,34.0826454,-84.2765171
FULTON,AP07A,Manning Oaks Elementary,"405 Cummings Street, Alpharetta, GA 30004",NEW CHANGE,34.0826454,-84.2765171
FULTON,AP07B,Manning Oaks Elementary,"405 Cummings Street, Alpharetta, GA 30004",NEW CHANGE,34.0826454,-84.2765171
COBB,MARIETTA 4A MR4A,MAPLE AVENUE UNITED METHODIST CHURCH,"63 MAPLE AVE, MARIETTA, GA",CHURCH,33.9575,-84.5536111
DEKALB,MARBUT ELEM,Marbut Elementary School,"5776 Marbut Road, Lithonia 30058",SCHOOL,33.7305948,-84.1523043
DEKALB,HARRISMARGARET HARRIS ED,Margaret Harris Educational Center,"1634 Knob Hill Drive NE, Atlanta 30329",SCHOOL,33.8293456,-84.3208645
DEKALB,LAVISTA,Margaret Harris Educational Center,"1634 Knob Hill Drive NE, Atlanta, GA",NEW CHANGE 5/22,33.8293456,-84.3208645
COBB,MARIETTA 2A MR2A,MARIETTA HIGH SCHOOL,"1171 WHITLOCK AVE, MARIETTA, GA 30064",SCHOOL,33.9484118,-84.5858541
DEKALB,BETHUNE MIDDLE,Mary MacLeod Bethune Middle School,"5200 Covington Highway, Decatur 30035",SCHOOL,33.7342646,-84.2019599
GWINNETT,048 Mason Elementary (GCPS),048 Mason Elementary (GCPS),3030 Bunten Road Duluth GA 30096,SCHOOL,33.9961949,-84.1186237
COBB,MCCLURE 01 ML01,MCCLURE MIDDLE SCHOOL,"3660 OLD STILESBORO RD, KENNESAW, GA 30152",SCHOOL,34.0043555,-84.6568508
HENRY,(35) McDonough,McDonough Presbyterian Church,"427 McGarity Road, McDonough, GA 30252",CHURCH,33.453652,-84.132953
COBB,MACLAND 01 MC01,MCEACHERN MEMORIAL UNITED METHODIST CHURCH,"4075 MACLAND RD, POWDER SPRINGS, GA",CHURCH,33.9015669,-84.6719665
CLAYTON,MO7,McGarrah Elementary School,"2201 Lake Harbin Rd, Morrow, GA",SCHOOL,33.5817542,-84.3183865
FULTON,10M,"Mcghee, Joseph Tennis Center",820 Beecher Court,PARK/REC CENTER,33.7328819,-84.4477049
GWINNETT,006 McKendree UMC,006 McKendree UMC,1570 Lawrenceville Suwanee Road Lawrenceville GA 30043,CHURCH,33.9881755,-84.0280359
GWINNETT,023 Meadowcreek Elementary (GCPS),023 Meadowcreek Elementary (GCPS),5025 Georgia Belle Court Norcross GA 30093,SCHOOL,33.9215805,-84.1661307
HENRY,(54) Stockbridge Central,Merle Manders Conference Center,"111 Davis Road, Stockbridge, GA 30281",MUNICIPAL BUILDING,33.5491667,-84.2347222
FULTON,AP14,Messiah Lutheran Church,4765 Kimball Bridge Road,CHURCH,34.0622592,-84.2202304
FULTON,JC04A,Messiah Lutheran Church,4765 Kimball Bridge Road,CHURCH,34.0622592,-84.2202304
FULTON,JC04B,Messiah Lutheran Church,4765 Kimball Bridge Road,CHURCH,34.0622592,-84.2202304
FULTON,JC04C,Messiah Lutheran Church,4765 Kimball Bridge Road,CHURCH,34.0622592,-84.2202304
FULTON,JC10,Messiah Lutheran Church,4765 Kimball Bridge Road,CHURCH,34.0622592,-84.2202304
FULTON,JC15,Messiah Lutheran Church,4765 Kimball Bridge Road,CHURCH,34.0622592,-84.2202304
FULTON,12A,Metropolitan Library,1332 Metropolitan Parkway SW,LIBRARY,33.7187799,-84.4073494
FORSYTH,10 MIDWAY,Midway Park Community Building,5100 Post Rd. Cumming 30040,PARK/REC CENTER,34.2028024,-84.2193453
COBB,FAIR OAKS 02 FO02,MILFORD BAPTIST CHURCH,"1030 MILFORD CHURCH RD, MARIETTA, GA 30060",CHURCH,33.8808761,-84.5837655
DEKALB,PANOLA ROAD (STCRST),Miller Grove High School,"2645 DeKalb Medical Parkway, Lithonia 30058",SCHOOL,33.7099216,-84.1490931
DEKALB,MCWILLIAMS/MILLER GROVE,Miller Grove Middle School,"2215 Miller Road, Decatur, GA 30035",NEW CHANGE 5/22,33.723739,-84.1835679
FULTON,ML01A,Milton Library,855 Mayfield Road,LIBRARY,34.0901993,-84.3366457
FULTON,ML01B,Milton Library,855 Mayfield Road,LIBRARY,34.0901993,-84.3366457
FULTON,RW07A,Mimosa Elementary School,1150 Warsaw Road,SCHOOL,34.036083,-84.331346
FULTON,RW07B,Mimosa Elementary School,1150 Warsaw Road,SCHOOL,34.036083,-84.331346
FULTON,AP03,Mimosa Elementary School,1550 Warsaw Road,SCHOOL,34.036083,-84.331346
DEKALB,ASHFORD PARKSIDE (BHAVN),Montgomery Elementary School,"3995 Ashford Dunwoody Road, Atlanta, GA",NEW CHANGE 5/26,33.9092552,-84.3322402
FULTON,04W,Morehouse College-Archer Hall,"876 Atlanta Student Movement Blvd, GA",COLLEGE/UNIVERSITY,33.7490692,-84.4166878
